,X,Y,Part,Photo_id,Human_id
3,378,343,RM,28,3
4,453,338,LM,28,3
5,309,286,REar,28,3
6,477,276,LEar,28,3
0,426,296,Nose,29,3
1,378,251,REye,29,3
2,455,250,LEye,29,3
3,377,341,RM,29,3
4,442,339,LM,29,3
5,280,281,REar,29,3
6,435,275,LEar,29,3
0,423,293,Nose,30,3
1,403,253,REye,30,3
2,474,246,LEye,30,3
3,406,344,RM,30,3
4,467,344,LM,30,3
5,393,278,REar,30,3
6,573,281,LEar,30,3
0,417,291,Nose,31,3
1,385,250,REye,31,3
2,468,245,LEye,31,3
3,393,343,RM,31,3
4,459,344,LM,31,3
5,368,285,REar,31,3
6,539,283,LEar,31,3
0,419,294,Nose,32,3
1,378,251,REye,32,3
2,462,248,LEye,32,3
3,388,345,RM,32,3
4,453,344,LM,32,3
5,336,289,REar,32,3
6,513,287,LEar,32,3
0,420,295,Nose,33,3
1,371,252,REye,33,3
2,457,251,LEye,33,3
3,382,345,RM,33,3
4,447,343,LM,33,3
5,305,289,REar,33,3
6,473,281,LEar,33,3
0,421,290,Nose,34,3
1,373,249,REye,34,3
2,449,247,LEye,34,3
3,381,345,RM,34,3
4,440,340,LM,34,3
5,281,286,REar,34,3
6,443,274,LEar,34,3
0,429,297,Nose,35,3
1,404,252,REye,35,3
2,477,250,LEye,35,3
3,411,341,RM,35,3
4,480,340,LM,35,3
5,414,282,REar,35,3
6,571,283,LEar,35,3
0,424,297,Nose,36,3
1,390,252,REye,36,3
2,472,250,LEye,36,3
3,396,340,RM,36,3
4,470,339,LM,36,3
5,376,284,REar,36,3
6,542,280,LEar,36,3
0,423,299,Nose,37,3
1,383,254,REye,37,3
2,468,251,LEye,37,3
3,385,339,RM,37,3
4,461,340,LM,37,3
5,340,284,REar,37,3
6,511,286,LEar,37,3
0,424,296,Nose,38,3
1,377,254,REye,38,3
2,459,254,LEye,38,3
3,378,343,RM,38,3
4,453,338,LM,38,3
5,309,286,REar,38,3
6,477,276,LEar,38,3
0,426,296,Nose,39,3
1,378,251,REye,39,3
2,455,250,LEye,39,3
3,377,341,RM,39,3
4,442,339,LM,39,3
5,280,281,REar,39,3
6,435,275,LEar,39,3
0,419,325,Nose,0,4
1,408,268,REye,0,4
2,485,269,LEye,0,4
3,410,365,RM,0,4
4,476,368,LM,0,4
5,426,302,REar,0,4
6,600,310,LEar,0,4
0,429,318,Nose,1,4
1,399,268,REye,1,4
2,482,268,LEye,1,4
3,406,366,RM,1,4
4,476,364,LM,1,4
5,387,298,REar,1,4
6,567,301,LEar,1,4
0,435,320,Nose,2,4
1,394,267,REye,2,4
2,476,271,LEye,2,4
3,397,363,RM,2,4
4,462,363,LM,2,4
5,330,291,REar,2,4
6,529,301,LEar,2,4
0,441,317,Nose,3,4
1,393,269,REye,3,4
2,469,271,LEye,3,4
3,395,364,RM,3,4
4,453,360,LM,3,4
5,309,300,REar,3,4
6,484,302,LEar,3,4
0,443,317,Nose,4,4
1,394,269,REye,4,4
2,462,272,LEye,4,4
3,397,363,RM,4,4
4,446,358,LM,4,4
5,284,299,REar,4,4
6,445,296,LEar,4,4
0,418,319,Nose,5,4
1,408,264,REye,5,4
2,485,269,LEye,5,4
3,412,361,RM,5,4
4,472,364,LM,5,4
5,426,298,REar,5,4
6,600,310,LEar,5,4
0,426,317,Nose,6,4
1,401,265,REye,6,4
2,483,265,LEye,6,4
3,410,360,RM,6,4
4,476,360,LM,6,4
5,387,298,REar,6,4
6,567,301,LEar,6,4
0,434,318,Nose,7,4
1,395,265,REye,7,4
2,478,267,LEye,7,4
3,397,359,RM,7,4
4,463,357,LM,7,4
5,330,291,REar,7,4
6,537,302,LEar,7,4
0,443,314,Nose,8,4
1,394,266,REye,8,4
2,470,269,LEye,8,4
3,395,356,RM,8,4
4,454,357,LM,8,4
5,309,300,REar,8,4
6,484,302,LEar,8,4
0,447,314,Nose,9,4
1,394,265,REye,9,4
2,462,269,LEye,9,4
3,399,356,RM,9,4
4,446,354,LM,9,4
5,284,299,REar,9,4
6,445,296,LEar,9,4
0,417,323,Nose,10,4
1,406,266,REye,10,4
2,482,269,LEye,10,4
3,409,368,RM,10,4
4,472,368,LM,10,4
5,424,302,REar,10,4
6,599,315,LEar,10,4
0,429,318,Nose,11,4
1,399,266,REye,11,4
2,482,268,LEye,11,4
3,406,366,RM,11,4
4,472,363,LM,11,4
5,390,297,REar,11,4
6,567,301,LEar,11,4
0,435,320,Nose,12,4
1,395,266,REye,12,4
2,479,269,LEye,12,4
3,397,363,RM,12,4
4,463,361,LM,12,4
5,330,294,REar,12,4
6,534,302,LEar,12,4
0,441,317,Nose,13,4
1,393,267,REye,13,4
2,472,269,LEye,13,4
3,399,362,RM,13,4
4,453,360,LM,13,4
5,309,300,REar,13,4
6,484,302,LEar,13,4
0,446,316,Nose,14,4
1,397,269,REye,14,4
2,464,270,LEye,14,4
3,403,362,RM,14,4
4,451,356,LM,14,4
5,284,299,REar,14,4
6,445,292,LEar,14,4
0,418,319,Nose,15,4
1,408,264,REye,15,4
2,485,267,LEye,15,4
3,409,358,RM,15,4
4,472,364,LM,15,4
5,422,297,REar,15,4
6,600,310,LEar,15,4
0,426,317,Nose,16,4
1,401,265,REye,16,4
2,481,264,LEye,16,4
3,410,360,RM,16,4
4,476,360,LM,16,4
5,387,298,REar,16,4
6,567,301,LEar,16,4
0,430,315,Nose,17,4
1,395,265,REye,17,4
2,477,267,LEye,17,4
3,397,359,RM,17,4
4,463,360,LM,17,4
5,330,291,REar,17,4
6,537,302,LEar,17,4
0,439,310,Nose,18,4
1,391,265,REye,18,4
2,470,268,LEye,18,4
3,392,356,RM,18,4
4,454,358,LM,18,4
5,309,300,REar,18,4
6,481,302,LEar,18,4
0,447,314,Nose,19,4
1,394,265,REye,19,4
2,462,267,LEye,19,4
3,397,356,RM,19,4
4,449,354,LM,19,4
5,284,299,REar,19,4
6,445,296,LEar,19,4
0,422,314,Nose,20,4
1,411,258,REye,20,4
2,486,257,LEye,20,4
3,410,358,RM,20,4
4,474,360,LM,20,4
5,426,290,REar,20,4
6,603,307,LEar,20,4
0,426,309,Nose,21,4
1,401,259,REye,21,4
2,484,258,LEye,21,4
3,408,358,RM,21,4
4,474,356,LM,21,4
5,389,293,REar,21,4
6,571,296,LEar,21,4
0,437,309,Nose,22,4
1,397,259,REye,22,4
2,479,261,LEye,22,4
3,400,358,RM,22,4
4,465,352,LM,22,4
5,335,294,REar,22,4
6,539,300,LEar,22,4
0,443,310,Nose,23,4
1,393,259,REye,23,4
2,472,260,LEye,23,4
3,397,357,RM,23,4
4,458,350,LM,23,4
5,311,297,REar,23,4
6,486,295,LEar,23,4
0,445,308,Nose,24,4
1,395,259,REye,24,4
2,462,261,LEye,24,4
3,404,355,RM,24,4
4,453,351,LM,24,4
5,289,300,REar,24,4
6,447,290,LEar,24,4
0,418,319,Nose,25,4
1,408,264,REye,25,4
2,485,267,LEye,25,4
3,406,360,RM,25,4
4,478,364,LM,25,4
5,422,297,REar,25,4
6,600,310,LEar,25,4
0,426,317,Nose,26,4
1,401,265,REye,26,4
2,484,265,LEye,26,4
3,404,358,RM,26,4
4,476,358,LM,26,4
5,387,298,REar,26,4
6,567,301,LEar,26,4
0,430,315,Nose,27,4
1,395,265,REye,27,4
2,479,267,LEye,27,4
3,393,358,RM,27,4
4,466,358,LM,27,4
5,332,294,REar,27,4
6,538,307,LEar,27,4
0,439,312,Nose,28,4
1,395,266,REye,28,4
2,470,268,LEye,28,4
3,392,356,RM,28,4
4,459,355,LM,28,4
5,309,300,REar,28,4
6,481,302,LEar,28,4
0,447,314,Nose,29,4
1,396,266,REye,29,4
2,464,267,LEye,29,4
3,397,356,RM,29,4
4,451,353,LM,29,4
5,285,301,REar,29,4
6,445,296,LEar,29,4
0,420,317,Nose,30,4
1,408,263,REye,30,4
2,484,266,LEye,30,4
3,407,363,RM,30,4
4,475,366,LM,30,4
5,425,294,REar,30,4
6,600,308,LEar,30,4
0,425,314,Nose,31,4
1,399,263,REye,31,4
2,480,262,LEye,31,4
3,403,360,RM,31,4
4,472,357,LM,31,4
5,389,297,REar,31,4
6,569,300,LEar,31,4
0,434,308,Nose,32,4
1,393,263,REye,32,4
2,478,267,LEye,32,4
3,395,361,RM,32,4
4,464,357,LM,32,4
5,331,295,REar,32,4
6,537,300,LEar,32,4
0,440,312,Nose,33,4
1,390,263,REye,33,4
2,468,267,LEye,33,4
3,395,358,RM,33,4
4,455,354,LM,33,4
5,306,296,REar,33,4
6,486,295,LEar,33,4
0,445,312,Nose,34,4
1,393,265,REye,34,4
2,461,267,LEye,34,4
3,401,359,RM,34,4
4,445,354,LM,34,4
5,282,299,REar,34,4
6,451,293,LEar,34,4
0,418,319,Nose,35,4
1,408,264,REye,35,4
2,485,267,LEye,35,4
3,406,360,RM,35,4
4,478,364,LM,35,4
5,422,297,REar,35,4
6,600,310,LEar,35,4
0,426,317,Nose,36,4
1,401,265,REye,36,4
2,484,265,LEye,36,4
3,404,358,RM,36,4
4,476,358,LM,36,4
5,387,298,REar,36,4
6,567,301,LEar,36,4
0,430,315,Nose,37,4
1,396,263,REye,37,4
2,479,267,LEye,37,4
3,393,358,RM,37,4
4,466,358,LM,37,4
5,332,294,REar,37,4
6,538,307,LEar,37,4
0,439,312,Nose,38,4
1,396,263,REye,38,4
2,470,268,LEye,38,4
3,392,356,RM,38,4
4,459,355,LM,38,4
5,309,300,REar,38,4
6,481,302,LEar,38,4
0,447,314,Nose,39,4
1,397,264,REye,39,4
2,464,267,LEye,39,4
3,397,356,RM,39,4
4,451,353,LM,39,4
5,285,301,REar,39,4
6,445,296,LEar,39,4
0,431,325,Nose,0,5
1,410,291,REye,0,5
2,471,285,LEye,0,5
3,426,364,RM,0,5
4,463,362,LM,0,5
5,435,304,REar,0,5
6,555,302,LEar,0,5
0,432,322,Nose,1,5
1,402,288,REye,1,5
2,468,283,LEye,1,5
3,419,361,RM,1,5
4,459,356,LM,1,5
5,398,314,REar,1,5
6,527,298,LEar,1,5
0,426,318,Nose,2,5
1,387,284,REye,2,5
2,455,280,LEye,2,5
3,403,357,RM,2,5
4,442,355,LM,2,5
5,345,306,REar,2,5
6,495,300,LEar,2,5
0,426,324,Nose,3,5
1,383,289,REye,3,5
2,449,287,LEye,3,5
3,398,364,RM,3,5
4,439,360,LM,3,5
5,319,312,REar,3,5
6,444,312,LEar,3,5
0,428,327,Nose,4,5
1,380,293,REye,4,5
2,441,289,LEye,4,5
3,396,369,RM,4,5
4,433,362,LM,4,5
5,296,318,REar,4,5
6,438,318,LEar,4,5
0,438,326,Nose,5,5
1,415,292,REye,5,5
2,477,285,LEye,5,5
3,429,357,RM,5,5
4,483,354,LM,5,5
5,441,303,REar,5,5
6,560,305,LEar,5,5
0,441,321,Nose,6,5
1,409,289,REye,6,5
2,477,282,LEye,6,5
3,422,353,RM,6,5
4,478,350,LM,6,5
5,401,314,REar,6,5
6,536,304,LEar,6,5
0,435,320,Nose,7,5
1,397,286,REye,7,5
2,465,282,LEye,7,5
3,403,351,RM,7,5
4,463,348,LM,7,5
5,354,312,REar,7,5
6,503,300,LEar,7,5
0,435,326,Nose,8,5
1,392,291,REye,8,5
2,459,287,LEye,8,5
3,397,358,RM,8,5
4,456,353,LM,8,5
5,327,320,REar,8,5
6,450,316,LEar,8,5
0,441,326,Nose,9,5
1,391,294,REye,9,5
2,453,289,LEye,9,5
3,392,362,RM,9,5
4,447,354,LM,9,5
5,306,325,REar,9,5
6,448,318,LEar,9,5
0,436,324,Nose,10,5
1,417,298,REye,10,5
2,476,287,LEye,10,5
3,431,368,RM,10,5
4,473,364,LM,10,5
5,443,305,REar,10,5
6,563,313,LEar,10,5
0,440,322,Nose,11,5
1,411,296,REye,11,5
2,476,285,LEye,11,5
3,429,364,RM,11,5
4,471,360,LM,11,5
5,404,324,REar,11,5
6,540,309,LEar,11,5
0,434,319,Nose,12,5
1,396,291,REye,12,5
2,465,284,LEye,12,5
3,414,362,RM,12,5
4,460,359,LM,12,5
5,359,328,REar,12,5
6,504,309,LEar,12,5
0,436,324,Nose,13,5
1,392,298,REye,13,5
2,458,289,LEye,13,5
3,411,369,RM,13,5
4,455,363,LM,13,5
5,332,333,REar,13,5
6,450,315,LEar,13,5
0,438,326,Nose,14,5
1,389,300,REye,14,5
2,453,290,LEye,14,5
3,411,372,RM,14,5
4,451,363,LM,14,5
5,312,338,REar,14,5
6,449,319,LEar,14,5
0,431,333,Nose,15,5
1,411,300,REye,15,5
2,469,289,LEye,15,5
3,428,366,RM,15,5
4,476,360,LM,15,5
5,434,307,REar,15,5
6,555,307,LEar,15,5
0,432,325,Nose,16,5
1,402,296,REye,16,5
2,467,286,LEye,16,5
3,420,360,RM,16,5
4,471,354,LM,16,5
5,401,320,REar,16,5
6,532,305,LEar,16,5
0,425,324,Nose,17,5
1,387,293,REye,17,5
2,455,284,LEye,17,5
3,399,359,RM,17,5
4,455,352,LM,17,5
5,350,321,REar,17,5
6,497,304,LEar,17,5
0,429,329,Nose,18,5
1,383,300,REye,18,5
2,449,290,LEye,18,5
3,393,365,RM,18,5
4,448,357,LM,18,5
5,310,330,REar,18,5
6,450,314,LEar,18,5
0,431,333,Nose,19,5
1,381,302,REye,19,5
2,443,293,LEye,19,5
3,389,371,RM,19,5
4,440,359,LM,19,5
5,293,328,REar,19,5
6,439,322,LEar,19,5
0,435,329,Nose,20,5
1,412,295,REye,20,5
2,471,289,LEye,20,5
3,429,366,RM,20,5
4,465,364,LM,20,5
5,436,305,REar,20,5
6,553,300,LEar,20,5
0,436,323,Nose,21,5
1,405,291,REye,21,5
2,469,284,LEye,21,5
3,422,363,RM,21,5
4,464,359,LM,21,5
5,403,321,REar,21,5
6,527,298,LEar,21,5
0,426,321,Nose,22,5
1,389,288,REye,22,5
2,456,282,LEye,22,5
3,404,362,RM,22,5
4,448,357,LM,22,5
5,348,310,REar,22,5
6,495,305,LEar,22,5
0,424,328,Nose,23,5
1,385,294,REye,23,5
2,451,289,LEye,23,5
3,399,368,RM,23,5
4,440,362,LM,23,5
5,321,316,REar,23,5
6,446,323,LEar,23,5
0,429,331,Nose,24,5
1,382,297,REye,24,5
2,443,291,LEye,24,5
3,396,370,RM,24,5
4,434,363,LM,24,5
5,296,320,REar,24,5
6,438,323,LEar,24,5
0,434,332,Nose,25,5
1,411,296,REye,25,5
2,472,290,LEye,25,5
3,428,361,RM,25,5
4,477,358,LM,25,5
5,436,303,REar,25,5
6,553,309,LEar,25,5
0,435,324,Nose,26,5
1,404,293,REye,26,5
2,469,287,LEye,26,5
3,417,357,RM,26,5
4,471,352,LM,26,5
5,397,324,REar,26,5
6,527,305,LEar,26,5
0,425,324,Nose,27,5
1,387,289,REye,27,5
2,456,284,LEye,27,5
3,397,355,RM,27,5
4,454,352,LM,27,5
5,345,311,REar,27,5
6,494,303,LEar,27,5
0,427,328,Nose,28,5
1,382,294,REye,28,5
2,450,291,LEye,28,5
3,387,360,RM,28,5
4,444,358,LM,28,5
5,316,320,REar,28,5
6,446,322,LEar,28,5
0,429,333,Nose,29,5
1,381,298,REye,29,5
2,442,292,LEye,29,5
3,384,366,RM,29,5
4,434,358,LM,29,5
5,293,326,REar,29,5
6,440,323,LEar,29,5
0,433,328,Nose,30,5
1,411,295,REye,30,5
2,473,288,LEye,30,5
3,431,366,RM,30,5
4,467,363,LM,30,5
5,438,303,REar,30,5
6,555,302,LEar,30,5
0,434,322,Nose,31,5
1,403,291,REye,31,5
2,469,285,LEye,31,5
3,421,361,RM,31,5
4,462,358,LM,31,5
5,398,323,REar,31,5
6,527,298,LEar,31,5
0,426,322,Nose,32,5
1,388,288,REye,32,5
2,458,283,LEye,32,5
3,404,360,RM,32,5
4,447,357,LM,32,5
5,345,311,REar,32,5
6,494,303,LEar,32,5
0,428,324,Nose,33,5
1,383,294,REye,33,5
2,452,289,LEye,33,5
3,399,366,RM,33,5
4,441,361,LM,33,5
5,321,316,REar,33,5
6,446,321,LEar,33,5
0,428,328,Nose,34,5
1,382,296,REye,34,5
2,441,291,LEye,34,5
3,398,370,RM,34,5
4,432,364,LM,34,5
5,297,321,REar,34,5
6,438,322,LEar,34,5
0,435,328,Nose,35,5
1,412,297,REye,35,5
2,472,289,LEye,35,5
3,425,361,RM,35,5
4,479,357,LM,35,5
5,438,301,REar,35,5
6,552,309,LEar,35,5
0,437,325,Nose,36,5
1,403,294,REye,36,5
2,470,286,LEye,36,5
3,417,357,RM,36,5
4,475,351,LM,36,5
5,395,325,REar,36,5
6,528,307,LEar,36,5
0,427,322,Nose,37,5
1,389,289,REye,37,5
2,460,284,LEye,37,5
3,397,355,RM,37,5
4,456,350,LM,37,5
5,345,311,REar,37,5
6,494,308,LEar,37,5
0,426,328,Nose,38,5
1,383,295,REye,38,5
2,450,289,LEye,38,5
3,388,359,RM,38,5
4,443,356,LM,38,5
5,317,320,REar,38,5
6,450,316,LEar,38,5
0,427,331,Nose,39,5
1,381,299,REye,39,5
2,441,291,LEye,39,5
3,385,364,RM,39,5
4,434,359,LM,39,5
5,294,324,REar,39,5
6,438,323,LEar,39,5
0,445,304,Nose,0,6
1,429,267,REye,0,6
2,489,268,LEye,0,6
3,430,343,RM,0,6
4,477,347,LM,0,6
5,451,276,REar,0,6
6,573,301,LEar,0,6
0,441,299,Nose,1,6
1,416,263,REye,1,6
2,482,264,LEye,1,6
3,418,340,RM,1,6
4,471,342,LM,1,6
5,392,293,REar,1,6
6,541,297,LEar,1,6
0,444,308,Nose,2,6
1,413,270,REye,2,6
2,476,273,LEye,2,6
3,415,348,RM,2,6
4,469,351,LM,2,6
5,364,302,REar,2,6
6,518,306,LEar,2,6
0,446,307,Nose,3,6
1,403,273,REye,3,6
2,466,275,LEye,3,6
3,412,350,RM,3,6
4,462,351,LM,3,6
5,336,305,REar,3,6
6,468,306,LEar,3,6
0,439,303,Nose,4,6
1,390,268,REye,4,6
2,448,269,LEye,4,6
3,405,346,RM,4,6
4,447,346,LM,4,6
5,302,301,REar,4,6
6,449,297,LEar,4,6
0,442,296,Nose,5,6
1,429,264,REye,5,6
2,491,264,LEye,5,6
3,429,333,RM,5,6
4,483,338,LM,5,6
5,446,280,REar,5,6
6,573,300,LEar,5,6
0,440,294,Nose,6,6
1,416,262,REye,6,6
2,482,262,LEye,6,6
3,415,329,RM,6,6
4,476,332,LM,6,6
5,394,290,REar,6,6
6,543,295,LEar,6,6
0,444,302,Nose,7,6
1,412,269,REye,7,6
2,477,271,LEye,7,6
3,412,338,RM,7,6
4,472,341,LM,7,6
5,364,300,REar,7,6
6,520,307,LEar,7,6
0,448,304,Nose,8,6
1,404,270,REye,8,6
2,467,271,LEye,8,6
3,410,339,RM,8,6
4,466,341,LM,8,6
5,337,304,REar,8,6
6,479,300,LEar,8,6
0,440,300,Nose,9,6
1,393,265,REye,9,6
2,450,267,LEye,9,6
3,399,335,RM,9,6
4,451,336,LM,9,6
5,305,303,REar,9,6
6,451,292,LEar,9,6
0,441,301,Nose,10,6
1,429,267,REye,10,6
2,489,268,LEye,10,6
3,430,343,RM,10,6
4,477,347,LM,10,6
5,451,276,REar,10,6
6,573,301,LEar,10,6
0,441,299,Nose,11,6
1,416,263,REye,11,6
2,482,264,LEye,11,6
3,418,340,RM,11,6
4,471,342,LM,11,6
5,392,293,REar,11,6
6,541,297,LEar,11,6
0,444,308,Nose,12,6
1,413,270,REye,12,6
2,476,273,LEye,12,6
3,415,348,RM,12,6
4,469,351,LM,12,6
5,364,302,REar,12,6
6,518,306,LEar,12,6
0,446,307,Nose,13,6
1,403,273,REye,13,6
2,466,275,LEye,13,6
3,412,350,RM,13,6
4,462,351,LM,13,6
5,336,305,REar,13,6
6,468,306,LEar,13,6
0,439,303,Nose,14,6
1,390,268,REye,14,6
2,448,269,LEye,14,6
3,405,346,RM,14,6
4,447,346,LM,14,6
5,302,301,REar,14,6
6,448,298,LEar,14,6
0,442,296,Nose,15,6
1,429,264,REye,15,6
2,491,264,LEye,15,6
3,429,333,RM,15,6
4,483,338,LM,15,6
5,446,280,REar,15,6
6,573,300,LEar,15,6
0,440,294,Nose,16,6
1,416,262,REye,16,6
2,482,262,LEye,16,6
3,415,329,RM,16,6
4,476,332,LM,16,6
5,394,290,REar,16,6
6,543,295,LEar,16,6
0,444,302,Nose,17,6
1,412,269,REye,17,6
2,477,271,LEye,17,6
3,412,338,RM,17,6
4,472,341,LM,17,6
5,364,300,REar,17,6
6,520,307,LEar,17,6
0,448,304,Nose,18,6
1,404,270,REye,18,6
2,467,271,LEye,18,6
3,410,339,RM,18,6
4,466,341,LM,18,6
5,337,304,REar,18,6
6,479,300,LEar,18,6
0,440,300,Nose,19,6
1,393,265,REye,19,6
2,450,267,LEye,19,6
3,399,335,RM,19,6
4,451,336,LM,19,6
5,305,303,REar,19,6
6,451,293,LEar,19,6
0,441,305,Nose,20,6
1,429,267,REye,20,6
2,489,268,LEye,20,6
3,430,343,RM,20,6
4,477,347,LM,20,6
5,451,276,REar,20,6
6,573,301,LEar,20,6
0,441,299,Nose,21,6
1,416,263,REye,21,6
2,482,264,LEye,21,6
3,418,340,RM,21,6
4,471,342,LM,21,6
5,392,293,REar,21,6
6,541,297,LEar,21,6
0,444,308,Nose,22,6
1,413,270,REye,22,6
2,476,273,LEye,22,6
3,415,348,RM,22,6
4,469,351,LM,22,6
5,364,302,REar,22,6
6,518,306,LEar,22,6
0,446,307,Nose,23,6
1,403,273,REye,23,6
2,466,275,LEye,23,6
3,412,350,RM,23,6
4,462,351,LM,23,6
5,336,305,REar,23,6
6,468,306,LEar,23,6
0,439,303,Nose,24,6
1,390,268,REye,24,6
2,448,269,LEye,24,6
3,405,346,RM,24,6
4,447,346,LM,24,6
5,302,301,REar,24,6
6,447,299,LEar,24,6
0,442,296,Nose,25,6
1,429,264,REye,25,6
2,491,264,LEye,25,6
3,429,333,RM,25,6
4,483,338,LM,25,6
5,446,280,REar,25,6
6,573,301,LEar,25,6
0,440,294,Nose,26,6
1,416,262,REye,26,6
2,482,262,LEye,26,6
3,415,329,RM,26,6
4,476,332,LM,26,6
5,394,290,REar,26,6
6,543,295,LEar,26,6
0,441,303,Nose,27,6
1,412,269,REye,27,6
2,477,271,LEye,27,6
3,412,338,RM,27,6
4,472,341,LM,27,6
5,364,300,REar,27,6
6,520,307,LEar,27,6
0,448,304,Nose,28,6
1,404,270,REye,28,6
2,467,271,LEye,28,6
3,410,339,RM,28,6
4,466,341,LM,28,6
5,337,304,REar,28,6
6,479,300,LEar,28,6
0,440,300,Nose,29,6
1,393,265,REye,29,6
2,450,267,LEye,29,6
3,399,335,RM,29,6
4,451,336,LM,29,6
5,305,303,REar,29,6
6,449,292,LEar,29,6
0,445,304,Nose,30,6
1,429,267,REye,30,6
2,489,268,LEye,30,6
3,430,343,RM,30,6
4,477,347,LM,30,6
5,451,276,REar,30,6
6,573,301,LEar,30,6
0,441,299,Nose,31,6
1,416,263,REye,31,6
2,482,264,LEye,31,6
3,418,340,RM,31,6
4,471,342,LM,31,6
5,392,293,REar,31,6
6,541,297,LEar,31,6
0,444,308,Nose,32,6
1,413,270,REye,32,6
2,476,273,LEye,32,6
3,415,348,RM,32,6
4,469,351,LM,32,6
5,364,302,REar,32,6
6,518,306,LEar,32,6
0,446,307,Nose,33,6
1,403,273,REye,33,6
2,466,275,LEye,33,6
3,412,350,RM,33,6
4,462,351,LM,33,6
5,336,305,REar,33,6
6,468,306,LEar,33,6
0,439,303,Nose,34,6
1,390,268,REye,34,6
2,448,269,LEye,34,6
3,405,346,RM,34,6
4,447,346,LM,34,6
5,302,301,REar,34,6
6,448,300,LEar,34,6
0,442,296,Nose,35,6
1,429,264,REye,35,6
2,491,264,LEye,35,6
3,427,328,RM,35,6
4,484,332,LM,35,6
5,446,280,REar,35,6
6,573,300,LEar,35,6
0,440,294,Nose,36,6
1,416,262,REye,36,6
2,482,262,LEye,36,6
3,414,324,RM,36,6
4,476,326,LM,36,6
5,394,290,REar,36,6
6,543,295,LEar,36,6
0,444,302,Nose,37,6
1,412,269,REye,37,6
2,477,271,LEye,37,6
3,407,332,RM,37,6
4,471,334,LM,37,6
5,364,300,REar,37,6
6,520,307,LEar,37,6
0,448,304,Nose,38,6
1,404,270,REye,38,6
2,467,271,LEye,38,6
3,406,335,RM,38,6
4,468,335,LM,38,6
5,337,304,REar,38,6
6,479,300,LEar,38,6
0,440,300,Nose,39,6
1,393,265,REye,39,6
2,450,267,LEye,39,6
3,397,330,RM,39,6
4,451,330,LM,39,6
5,305,303,REar,39,6
6,449,292,LEar,39,6
0,424,306,Nose,0,7
1,406,250,REye,0,7
2,482,248,LEye,0,7
3,420,354,RM,0,7
4,478,357,LM,0,7
5,420,277,REar,0,7
6,598,266,LEar,0,7
0,430,301,Nose,1,7
1,394,252,REye,1,7
2,480,249,LEye,1,7
3,414,354,RM,1,7
4,473,352,LM,1,7
5,383,271,REar,1,7
6,559,258,LEar,1,7
0,430,303,Nose,2,7
1,387,250,REye,2,7
2,473,250,LEye,2,7
3,400,352,RM,2,7
4,464,349,LM,2,7
5,337,259,REar,2,7
6,525,263,LEar,2,7
0,435,300,Nose,3,7
1,383,251,REye,3,7
2,464,252,LEye,3,7
3,393,353,RM,3,7
4,452,348,LM,3,7
5,312,270,REar,3,7
6,482,271,LEar,3,7
0,434,304,Nose,4,7
1,384,250,REye,4,7
2,457,252,LEye,4,7
3,392,352,RM,4,7
4,442,347,LM,4,7
5,285,271,REar,4,7
6,457,273,LEar,4,7
0,424,312,Nose,5,7
1,404,253,REye,5,7
2,481,254,LEye,5,7
3,420,356,RM,5,7
4,476,358,LM,5,7
5,420,277,REar,5,7
6,597,275,LEar,5,7
0,429,306,Nose,6,7
1,394,256,REye,6,7
2,477,254,LEye,6,7
3,412,356,RM,6,7
4,473,352,LM,6,7
5,378,269,REar,6,7
6,559,258,LEar,6,7
0,430,305,Nose,7,7
1,385,253,REye,7,7
2,471,252,LEye,7,7
3,398,356,RM,7,7
4,460,353,LM,7,7
5,337,259,REar,7,7
6,525,263,LEar,7,7
0,435,310,Nose,8,7
1,382,254,REye,8,7
2,462,257,LEye,8,7
3,393,356,RM,8,7
4,450,351,LM,8,7
5,312,270,REar,8,7
6,482,271,LEar,8,7
0,436,307,Nose,9,7
1,383,256,REye,9,7
2,455,258,LEye,9,7
3,389,354,RM,9,7
4,440,348,LM,9,7
5,284,277,REar,9,7
6,455,279,LEar,9,7
0,424,306,Nose,10,7
1,406,250,REye,10,7
2,482,248,LEye,10,7
3,420,354,RM,10,7
4,478,357,LM,10,7
5,420,277,REar,10,7
6,598,266,LEar,10,7
0,430,301,Nose,11,7
1,394,252,REye,11,7
2,480,249,LEye,11,7
3,414,354,RM,11,7
4,473,352,LM,11,7
5,383,271,REar,11,7
6,559,258,LEar,11,7
0,430,303,Nose,12,7
1,387,250,REye,12,7
2,473,250,LEye,12,7
3,400,352,RM,12,7
4,464,349,LM,12,7
5,337,259,REar,12,7
6,525,263,LEar,12,7
0,435,300,Nose,13,7
1,383,251,REye,13,7
2,464,252,LEye,13,7
3,393,353,RM,13,7
4,452,348,LM,13,7
5,312,270,REar,13,7
6,482,271,LEar,13,7
0,438,304,Nose,14,7
1,384,250,REye,14,7
2,457,252,LEye,14,7
3,394,351,RM,14,7
4,442,347,LM,14,7
5,285,271,REar,14,7
6,457,273,LEar,14,7
0,424,312,Nose,15,7
1,404,253,REye,15,7
2,481,254,LEye,15,7
3,420,356,RM,15,7
4,476,358,LM,15,7
5,420,277,REar,15,7
6,597,275,LEar,15,7
0,429,306,Nose,16,7
1,396,254,REye,16,7
2,477,251,LEye,16,7
3,412,356,RM,16,7
4,473,352,LM,16,7
5,378,269,REar,16,7
6,561,267,LEar,16,7
0,430,305,Nose,17,7
